Customer ID,frequency,recency,T,monetary_value,pred_purchases_12m,exp_avg_value,clv_12m,Channel,CAC,Loyalty,net_clv_12m
14911.0,254.0,737.0,738.0,1162.3582677165355,3.6400147971959504,1162.448758692897,117044.7420637037,Organic,5,0,117039.7420637037
14156.0,120.0,729.0,738.0,2177.4359472527412,1.72689567689149,2177.709378412679,104015.94167516864,Organic,5,0,104010.94167516864
14646.0,90.0,736.0,737.0,2177.4359472527412,1.3044008132697396,2177.8005319360377,78565.06220553705,Referral,8,0,78557.06220553705
13694.0,82.0,732.0,735.0,2177.4359472527412,1.1927518613037464,2177.8361053725375,71837.27144905273,Paid Search,15,0,71822.27144905273
14096.0,16.0,97.0,101.0,2177.4359472527412,1.0170190041439482,2179.4877567954873,58988.36543214109,Social,12,0,58976.36543214109
18102.0,66.0,738.0,738.0,2177.4359472527412,0.9609331250866237,2177.933127630509,57877.356125418795,Email,4,0,57873.356125418795
15061.0,67.0,735.0,738.0,2008.116119402985,0.9748008704227016,2008.5814133686874,54147.49849929296,Social,12,0,54135.49849929296
17949.0,70.0,736.0,737.0,1668.0297142857144,1.0190332665397934,1668.4280320383639,47018.29585928798,Social,12,1,47006.29585928798
16029.0,70.0,693.0,731.0,1699.404857142857,0.9899269740681182,1699.807513924203,46529.28469964214,Paid Search,15,1,46514.28469964214
13089.0,131.0,735.0,737.0,888.3187786259541,1.889119250193169,888.4739909837998,46423.37059882481,Email,4,1,46419.37059882481
15311.0,195.0,738.0,738.0,594.6058461538462,2.7995777622863733,594.6955345822753,46052.26443338352,Email,4,0,46048.26443338352
17511.0,50.0,735.0,737.0,2177.4359472527412,0.7335654367927427,2178.0922561565085,44180.845779781164,Organic,5,0,44175.845779781164
17450.0,30.0,430.0,438.0,2177.4359472527412,0.6943453275051769,2178.529936640652,41478.83494300005,Referral,8,0,41470.83494300005
12931.0,42.0,717.0,738.0,2171.1271428571426,0.6160382862043449,2171.90703753537,36994.85844226855,Organic,5,0,36989.85844226855
14298.0,44.0,720.0,728.0,2023.1975,0.6543498601686917,2023.9093877284622,36611.968500551615,Social,12,0,36599.968500551615
15769.0,39.0,721.0,728.0,2177.4359472527412,0.5824255566572524,2178.277414878348,35071.085123959885,Paid Search,15,0,35056.085123959885
16684.0,34.0,728.0,732.0,2177.4359472527412,0.5081698777360921,2178.4011953559584,30601.37487485902,Referral,8,0,30593.37487485902
13798.0,98.0,730.0,731.0,768.9068367346938,1.4287394237528173,769.1025243305841,30387.753694139185,Paid Search,15,0,30372.753694139185
17841.0,192.0,736.0,737.0,366.4234895833333,2.7597409586664132,366.50307549992664,27977.002223948697,Referral,8,0,27969.002223948697
12415.0,22.0,503.0,527.0,2177.4359472527412,0.44249069872925223,2178.9279260665526,26512.32533229858,Organic,5,0,26507.32533229858
16422.0,91.0,679.0,696.0,694.5645054945055,1.3772998992375984,694.7673392356386,26444.350612287457,Paid Search,15,0,26429.350612287457
15838.0,28.0,713.0,724.0,2177.4359472527412,0.42566860395190653,2178.6081057620686,25628.50655558533,Paid Search,15,0,25613.50655558533
13098.0,25.0,316.0,317.0,1129.3455999999999,0.7528783287238485,1130.2525228145935,23191.394302207456,Paid Search,15,1,23176.394302207456
16013.0,48.0,728.0,731.0,1170.9466666666667,0.709998885775215,1171.4273253000908,22995.16106778134,Paid Search,15,0,22980.16106778134
14680.0,50.0,710.0,735.0,1137.8278,0.7302547162684085,1138.2828159626442,22984.102910154277,Paid Search,15,0,22969.102910154277
17389.0,52.0,735.0,735.0,1083.0123076923078,0.7641070111472649,1083.4396144865668,22891.2178572378,Social,12,1,22879.2178572378
16333.0,12.0,302.0,309.0,2136.44,0.3888897123742915,2139.1432037411128,22629.93531423279,Referral,8,0,22621.93531423279
12748.0,201.0,735.0,735.0,280.49,2.895412487826514,280.5618837999702,22468.852947101008,Paid Search,15,1,22453.852947101008
13081.0,24.0,720.0,731.0,2177.4359472527412,0.3647112239092601,2178.8035443349672,21960.647545720407,Paid Search,15,0,21945.647545720407
17404.0,22.0,697.0,701.0,2170.685,0.34889762763981996,2172.1740072986813,20930.63888393374,Paid Search,15,0,20915.63888393374
13408.0,75.0,734.0,735.0,682.97096,1.0929746235273927,683.2155740963426,20650.56136072059,Paid Search,15,0,20635.56136072059
13777.0,45.0,737.0,737.0,1118.408888888889,0.6623948428872679,1118.9102952295157,20493.257603298523,Referral,8,0,20485.257603298523
14088.0,13.0,411.0,421.0,2177.4359472527412,0.32866064486327423,2179.961604114526,19609.445552707228,Paid Search,15,0,19594.445552707228
13881.0,31.0,642.0,645.0,1361.0838709677419,0.5191981879481603,1361.88758516055,19510.38052791998,Paid Search,15,1,19495.38052791998
17381.0,27.0,540.0,548.0,1180.0455555555554,0.5222829600428106,1180.9034569223431,16973.97018246717,Referral,8,1,16965.97018246717
16705.0,25.0,730.0,730.0,1610.62924,0.3801266341012947,1611.7225748995402,16931.78971802876,Paid Search,15,0,16916.78971802876
15039.0,82.0,720.0,729.0,485.70219512195126,1.1997635450276904,485.9026366146555,16120.250397598047,Email,4,0,16116.250397598047
12901.0,22.0,262.0,270.0,786.5790909090908,0.7492563256662018,787.45886642201,16026.585173937054,Email,4,0,16022.585173937054
12471.0,47.0,730.0,732.0,825.2717021276595,0.6948948660591436,825.691385660132,15863.692816773424,Referral,8,1,15855.692816773424
14031.0,38.0,729.0,736.0,1012.9744736842105,0.5626127057667075,1013.5414049012581,15765.40172598422,Organic,5,1,15760.40172598422
16210.0,30.0,736.0,737.0,1261.8406666666667,0.4482704579763349,1262.6391494242603,15646.56641888,Email,4,0,15642.56641888
17675.0,61.0,728.0,729.0,621.8180327868853,0.8991690677977304,622.109091608219,15466.638417533804,Social,12,0,15454.638417533804
17677.0,34.0,722.0,723.0,1048.89,0.5139051886935349,1049.5338755542773,14907.33842724887,Organic,5,1,14902.33842724887
12921.0,49.0,729.0,738.0,727.7559183673469,0.7176134981389797,728.1392017824377,14448.678500928952,Paid Search,15,1,14433.678500928952
12678.0,17.0,659.0,701.0,1891.2282352941177,0.27192679840183115,1892.996229992022,14212.630213648448,Referral,8,0,14204.630213648448
13767.0,58.0,736.0,738.0,592.1160344827587,0.8466934532514482,592.4171929439414,13870.935114668753,Social,12,0,13858.935114668753
15856.0,43.0,732.0,736.0,773.6681395348838,0.6342738190934285,774.1152535860869,13575.752627779413,Social,12,0,13563.752627779413
15159.0,22.0,430.0,431.0,941.2822727272727,0.5251689871096579,942.2301428094753,13560.472239323712,Paid Search,15,0,13545.472239323712
17857.0,20.0,637.0,641.0,1410.712,0.34477149470067786,1411.982000989882,13425.902004632582,Organic,5,1,13420.902004632582
